day_of_week,hour,casual,registered,measurement_type,value
Thursday,6,11.0,189.0,count,200
Thursday,7,21.0,461.0,count,482
Thursday,8,24.0,622.0,count,646
Thursday,9,8.0,115.0,count,123
Thursday,10,9.0,40.0,count,49
Thursday,11,10.0,52.0,count,62
Thursday,12,11.0,126.0,count,137
Thursday,13,39.0,152.0,count,191
Thursday,14,38.0,178.0,count,216
Thursday,15,42.0,228.0,count,270
Thursday,16,42.0,374.0,count,416
Thursday,17,67.0,741.0,count,808
Thursday,18,74.0,761.0,count,835
Thursday,19,54.0,504.0,count,558
Thursday,20,50.0,356.0,count,406
Thursday,21,32.0,240.0,count,272
Thursday,22,24.0,193.0,count,217
Thursday,23,19.0,150.0,count,169
Friday,0,17.0,79.0,count,96
Friday,1,10.0,19.0,count,29
Friday,2,1.0,10.0,count,11
Friday,3,0.0,9.0,count,9
Friday,4,1.0,7.0,count,8
Friday,5,1.0,39.0,count,40
Friday,6,5.0,135.0,count,140
Friday,7,21.0,465.0,count,486
Friday,8,29.0,690.0,count,719
Friday,9,33.0,311.0,count,344
Friday,10,53.0,171.0,count,224
Friday,11,81.0,215.0,count,296
Friday,12,76.0,247.0,count,323
Friday,13,71.0,283.0,count,354
Friday,14,66.0,187.0,count,253
Friday,15,66.0,265.0,count,331
Friday,16,75.0,395.0,count,470
Friday,17,88.0,684.0,count,772
Friday,18,95.0,697.0,count,792
Friday,19,70.0,498.0,count,568
Friday,20,51.0,340.0,count,391
Friday,21,55.0,246.0,count,301
Friday,22,52.0,247.0,count,299
Friday,23,28.0,220.0,count,248
Saturday,0,20.0,130.0,count,150
Saturday,1,10.0,107.0,count,117
Saturday,2,9.0,68.0,count,77
Saturday,3,3.0,40.0,count,43
Saturday,4,3.0,8.0,count,11
Saturday,5,2.0,13.0,count,15
Saturday,6,8.0,26.0,count,34
Saturday,7,11.0,71.0,count,82
Saturday,8,33.0,197.0,count,230
Saturday,9,87.0,261.0,count,348
Saturday,10,100.0,322.0,count,422
Saturday,11,173.0,405.0,count,578
Saturday,12,220.0,474.0,count,694
Saturday,13,233.0,435.0,count,668
Saturday,14,260.0,366.0,count,626
Saturday,15,175.0,337.0,count,512
Saturday,16,19.0,95.0,count,114
Saturday,17,52.0,119.0,count,171
Saturday,18,27.0,140.0,count,167
Saturday,19,28.0,187.0,count,215
Saturday,20,28.0,166.0,count,194
Saturday,21,26.0,155.0,count,181
Saturday,22,18.0,176.0,count,194
Saturday,23,12.0,121.0,count,133
Sunday,0,18.0,106.0,count,124
Sunday,1,20.0,104.0,count,124
Sunday,2,15.0,81.0,count,96
Sunday,3,14.0,32.0,count,46
Sunday,4,12.0,16.0,count,28
Sunday,5,16.0,39.0,count,55
Sunday,6,11.0,24.0,count,35
Sunday,7,20.0,50.0,count,70
Sunday,8,27.0,143.0,count,170
Sunday,9,85.0,214.0,count,299
Sunday,10,172.0,323.0,count,495
Sunday,11,194.0,391.0,count,585
Sunday,12,247.0,510.0,count,757
Sunday,13,238.0,491.0,count,729
Sunday,14,232.0,415.0,count,647
Sunday,15,284.0,412.0,count,696
Sunday,16,228.0,473.0,count,701
Sunday,17,213.0,458.0,count,671
Sunday,18,156.0,404.0,count,560
Sunday,19,134.0,362.0,count,496
Sunday,20,91.0,265.0,count,356
Sunday,21,57.0,149.0,count,206
Sunday,22,64.0,125.0,count,189
Sunday,23,22.0,70.0,count,92
Monday,0,6.0,35.0,count,41
Monday,1,7.0,11.0,count,18
Monday,2,11.0,6.0,count,17
Monday,3,5.0,7.0,count,12
Monday,4,1.0,4.0,count,5
Monday,5,4.0,36.0,count,40
Monday,6,8.0,172.0,count,180
Monday,7,20.0,427.0,count,447
Monday,8,33.0,697.0,count,730
Monday,9,40.0,321.0,count,361
Monday,10,42.0,168.0,count,210
Monday,11,69.0,167.0,count,236
Monday,12,76.0,256.0,count,332
Monday,13,72.0,251.0,count,323
Monday,14,107.0,233.0,count,340
Monday,15,115.0,231.0,count,346
Monday,16,108.0,380.0,count,488
Monday,17,127.0,744.0,count,871
Monday,18,111.0,857.0,count,968
Monday,19,71.0,562.0,count,633
Monday,20,34.0,356.0,count,390
Monday,21,29.0,256.0,count,285
Monday,22,15.0,144.0,count,159
Monday,23,7.0,86.0,count,93
Tuesday,0,5.0,27.0,count,32
Tuesday,1,0.0,10.0,count,10
Tuesday,2,1.0,5.0,count,6
Tuesday,3,1.0,7.0,count,8
Tuesday,4,1.0,8.0,count,9
Tuesday,5,3.0,41.0,count,44
Tuesday,6,11.0,200.0,count,211
Tuesday,7,24.0,572.0,count,596
Tuesday,8,48.0,702.0,count,750
Tuesday,9,35.0,323.0,count,358
Tuesday,10,54.0,142.0,count,196
Tuesday,11,60.0,187.0,count,247
Tuesday,12,62.0,254.0,count,316
Tuesday,13,72.0,256.0,count,328
Tuesday,14,74.0,181.0,count,255
Tuesday,15,73.0,253.0,count,326
Tuesday,16,99.0,437.0,count,536
Tuesday,17,168.0,802.0,count,970
Tuesday,18,110.0,767.0,count,877
Tuesday,19,56.0,540.0,count,596
Tuesday,20,40.0,421.0,count,461
Tuesday,21,28.0,282.0,count,310
Tuesday,22,27.0,189.0,count,216
Tuesday,23,18.0,91.0,count,109
Wednesday,0,8.0,41.0,count,49
Wednesday,1,2.0,19.0,count,21
Wednesday,2,2.0,9.0,count,11
Wednesday,3,0.0,7.0,count,7
Wednesday,4,0.0,5.0,count,5
Wednesday,5,4.0,44.0,count,48
Wednesday,6,6.0,199.0,count,205
Wednesday,7,24.0,533.0,count,557
Wednesday,8,43.0,727.0,count,770
Wednesday,9,50.0,278.0,count,328
Wednesday,10,57.0,148.0,count,205
Wednesday,11,51.0,181.0,count,232
Wednesday,12,88.0,264.0,count,352
Wednesday,13,85.0,238.0,count,323
Wednesday,14,78.0,200.0,count,278
Wednesday,15,75.0,243.0,count,318
Wednesday,16,90.0,419.0,count,509
Wednesday,17,114.0,811.0,count,925
Wednesday,18,91.0,886.0,count,977
Wednesday,19,78.0,557.0,count,635
Wednesday,20,38.0,432.0,count,470
Wednesday,21,27.0,279.0,count,306
Wednesday,22,23.0,189.0,count,212
Wednesday,23,16.0,111.0,count,127
Thursday,0,11.0,46.0,count,57
Thursday,1,6.0,22.0,count,28
Thursday,2,0.0,9.0,count,9
Thursday,3,2.0,9.0,count,11
Thursday,4,0.0,6.0,count,6
Thursday,5,3.0,54.0,count,57
Thursday,6,9.0,186.0,count,195
Thursday,7,22.0,549.0,count,571
Thursday,8,33.0,725.0,count,758
Thursday,9,46.0,292.0,count,338
Thursday,10,63.0,149.0,count,212
Thursday,11,71.0,183.0,count,254
Thursday,12,57.0,240.0,count,297
Thursday,13,60.0,223.0,count,283
Thursday,14,60.0,214.0,count,274
Thursday,15,99.0,253.0,count,352
Thursday,16,85.0,406.0,count,491
Thursday,17,97.0,787.0,count,884
Thursday,18,108.0,744.0,count,852
Thursday,19,80.0,594.0,count,674
Thursday,20,55.0,408.0,count,463
Thursday,21,26.0,291.0,count,317
Thursday,22,28.0,223.0,count,251
Thursday,23,33.0,137.0,count,170
Friday,0,24.0,63.0,count,87
Friday,1,6.0,35.0,count,41
Friday,2,7.0,23.0,count,30
Friday,3,5.0,9.0,count,14
Friday,4,1.0,11.0,count,12
Friday,5,1.0,40.0,count,41
Friday,6,8.0,144.0,count,152
Friday,7,17.0,437.0,count,454
Friday,8,51.0,715.0,count,766
Friday,9,46.0,301.0,count,347
Friday,10,75.0,171.0,count,246
Friday,11,84.0,196.0,count,280
Friday,12,119.0,290.0,count,409
Friday,13,107.0,301.0,count,408
Friday,14,113.0,258.0,count,371
Friday,15,94.0,273.0,count,367
Friday,16,109.0,454.0,count,563
Friday,17,137.0,757.0,count,894
Friday,18,116.0,692.0,count,808
Friday,19,83.0,496.0,count,579
Friday,20,67.0,337.0,count,404
Friday,21,42.0,270.0,count,312
Friday,22,40.0,189.0,count,229
Friday,23,27.0,168.0,count,195
Saturday,0,38.0,169.0,count,207
Saturday,1,8.0,101.0,count,109
Saturday,2,18.0,75.0,count,93
Saturday,3,6.0,31.0,count,37
Saturday,4,3.0,3.0,count,6
Saturday,5,1.0,15.0,count,16
Saturday,6,6.0,27.0,count,33
Saturday,7,10.0,63.0,count,73
Saturday,8,43.0,169.0,count,212
Saturday,9,79.0,263.0,count,342
Saturday,10,119.0,323.0,count,442
Saturday,11,228.0,399.0,count,627
Saturday,12,287.0,419.0,count,706
Saturday,13,327.0,377.0,count,704
Saturday,14,325.0,390.0,count,715
Saturday,15,312.0,342.0,count,654
Saturday,16,350.0,433.0,count,783
Saturday,17,295.0,434.0,count,729
Saturday,18,232.0,382.0,count,614
Saturday,19,169.0,309.0,count,478
Saturday,20,89.0,241.0,count,330
Saturday,21,86.0,210.0,count,296
Saturday,22,82.0,197.0,count,279
Saturday,23,47.0,182.0,count,229
Sunday,0,28.0,123.0,count,151
Sunday,1,35.0,82.0,count,117
Sunday,2,27.0,62.0,count,89
Sunday,3,10.0,38.0,count,48
Sunday,4,2.0,6.0,count,8
Sunday,5,3.0,10.0,count,13
Sunday,6,9.0,26.0,count,35
Sunday,7,28.0,43.0,count,71
Sunday,8,34.0,94.0,count,128
Sunday,9,70.0,226.0,count,296
Sunday,10,160.0,330.0,count,490
Sunday,11,183.0,376.0,count,559
Sunday,12,188.0,468.0,count,656
Sunday,13,240.0,454.0,count,694
Sunday,14,225.0,410.0,count,635
Sunday,15,215.0,342.0,count,557
Sunday,16,194.0,402.0,count,596
Sunday,17,177.0,393.0,count,570
Sunday,18,120.0,361.0,count,481
Sunday,19,91.0,312.0,count,403
Sunday,20,57.0,267.0,count,324
Sunday,21,43.0,148.0,count,191
Sunday,22,18.0,109.0,count,127
Sunday,23,9.0,85.0,count,94
Monday,0,14.0,31.0,count,45
Monday,1,9.0,12.0,count,21
Monday,2,5.0,8.0,count,13
Monday,3,0.0,7.0,count,7
Monday,4,2.0,9.0,count,11
Monday,5,1.0,44.0,count,45
Monday,6,7.0,157.0,count,164
Monday,7,18.0,474.0,count,492
Monday,8,36.0,647.0,count,683
Monday,9,34.0,265.0,count,299
Monday,10,73.0,129.0,count,202
Monday,11,61.0,191.0,count,252
Monday,12,62.0,233.0,count,295
Monday,13,112.0,231.0,count,343
Monday,14,129.0,203.0,count,332
Monday,15,82.0,256.0,count,338
Monday,16,74.0,379.0,count,453
Monday,17,102.0,740.0,count,842
Monday,18,66.0,708.0,count,774
Monday,19,51.0,435.0,count,486
Monday,20,32.0,308.0,count,340
Monday,21,28.0,205.0,count,233
Monday,22,20.0,109.0,count,129
Monday,23,4.0,66.0,count,70
Tuesday,0,2.0,11.0,count,13
Tuesday,1,0.0,5.0,count,5
Tuesday,2,0.0,4.0,count,4
Tuesday,3,0.0,6.0,count,6
Tuesday,4,2.0,5.0,count,7
Tuesday,5,3.0,45.0,count,48
Tuesday,6,4.0,163.0,count,167
Tuesday,7,13.0,343.0,count,356
Tuesday,8,32.0,640.0,count,672
Tuesday,9,27.0,266.0,count,293
Tuesday,10,30.0,130.0,count,160
Tuesday,11,36.0,115.0,count,151
Tuesday,12,16.0,72.0,count,88
Tuesday,13,17.0,97.0,count,114
Tuesday,14,27.0,116.0,count,143
Tuesday,15,1.0,35.0,count,36
Tuesday,16,19.0,122.0,count,141
Tuesday,17,36.0,302.0,count,338
Tuesday,18,19.0,262.0,count,281
Tuesday,19,22.0,302.0,count,324
Tuesday,20,19.0,271.0,count,290
Tuesday,21,21.0,186.0,count,207
Tuesday,22,14.0,137.0,count,151
Tuesday,23,11.0,67.0,count,78
Wednesday,0,3.0,23.0,count,26
Wednesday,1,0.0,12.0,count,12
Wednesday,2,0.0,3.0,count,3
Wednesday,3,1.0,4.0,count,5
Wednesday,4,0.0,10.0,count,10
Wednesday,5,2.0,54.0,count,56
Wednesday,6,6.0,166.0,count,172
Wednesday,7,16.0,529.0,count,545
Wednesday,8,39.0,758.0,count,797
Wednesday,9,26.0,336.0,count,362
Wednesday,10,23.0,169.0,count,192
Wednesday,11,44.0,203.0,count,247
Wednesday,12,53.0,260.0,count,313
Wednesday,13,55.0,234.0,count,289
Wednesday,14,59.0,227.0,count,286
Wednesday,15,57.0,254.0,count,311
Wednesday,16,69.0,397.0,count,466
Wednesday,17,74.0,812.0,count,886
Wednesday,18,85.0,807.0,count,892
Wednesday,19,72.0,539.0,count,611
Wednesday,20,31.0,378.0,count,409
Wednesday,21,25.0,324.0,count,349
Wednesday,22,31.0,198.0,count,229
Wednesday,23,17.0,106.0,count,123
Thursday,0,,,count,55
Thursday,1,,,count,24
Thursday,2,,,count,16
Thursday,3,,,count,9
Thursday,4,,,count,7
Thursday,5,,,count,32
Thursday,6,,,count,134
Thursday,7,,,count,426
Thursday,8,,,count,720
Thursday,9,,,count,367
Thursday,10,,,count,218
Thursday,11,,,count,253
Thursday,12,,,count,335
Thursday,13,,,count,311
Thursday,14,,,count,314
Thursday,15,,,count,349
Thursday,16,,,count,494
Thursday,17,,,count,993
Thursday,18,,,count,951
Thursday,19,,,count,593
Thursday,20,,,count,415
Thursday,21,,,count,352
Thursday,22,,,count,221
Thursday,23,,,count,161
Friday,0,,,count,69
Friday,1,,,count,32
Friday,2,,,count,19
Friday,3,,,count,12
Friday,4,,,count,8
Friday,5,,,count,32
Friday,6,,,count,141
Friday,7,,,count,405
Friday,8,,,count,714
Friday,9,,,count,386
Friday,10,,,count,286
Friday,11,,,count,332
Friday,12,,,count,383
Friday,13,,,count,387
Friday,14,,,count,418
Friday,15,,,count,435
Friday,16,,,count,602
Friday,17,,,count,981
Friday,18,,,count,814
Friday,19,,,count,599
Friday,20,,,count,424
Friday,21,,,count,345
Friday,22,,,count,281
Friday,23,,,count,229
Saturday,0,,,count,186
Saturday,1,,,count,98
Saturday,2,,,count,67
Saturday,3,,,count,35
Saturday,4,,,count,16
Saturday,5,,,count,28
Saturday,6,,,count,51
Saturday,7,,,count,108
Saturday,8,,,count,230
Saturday,9,,,count,322
Saturday,10,,,count,470
Saturday,11,,,count,610
Saturday,12,,,count,689
Saturday,13,,,count,677
Saturday,14,,,count,764
Saturday,15,,,count,748
Saturday,16,,,count,733
Saturday,17,,,count,721
Saturday,18,,,count,664
Saturday,19,,,count,552
Saturday,20,,,count,466
Saturday,21,,,count,386
Saturday,22,,,count,316
Saturday,23,,,count,268
Sunday,0,,,count,174
Sunday,1,,,count,125
Sunday,2,,,count,92
Sunday,3,,,count,49
Sunday,4,,,count,25
Sunday,5,,,count,33
Sunday,6,,,count,44
Sunday,7,,,count,83
Sunday,8,,,count,154
Sunday,9,,,count,234
Sunday,10,,,count,407
Sunday,11,,,count,528
Sunday,12,,,count,575
Sunday,13,,,count,619
Sunday,14,,,count,660
Sunday,15,,,count,595
Sunday,16,,,count,670
Sunday,17,,,count,525
Sunday,18,,,count,418
Sunday,19,,,count,321
Sunday,20,,,count,255
Sunday,21,,,count,149
Sunday,22,,,count,159
Sunday,23,,,count,84
Monday,0,,,count,37
Monday,1,,,count,19
Monday,2,,,count,13
Monday,3,,,count,10
Monday,4,,,count,8
Monday,5,,,count,30
Monday,6,,,count,120
Monday,7,,,count,336
Monday,8,,,count,523
Monday,9,,,count,254
Monday,10,,,count,148
Monday,11,,,count,182
Monday,12,,,count,224
Monday,13,,,count,223
Monday,14,,,count,205
Monday,15,,,count,218
Monday,16,,,count,350
Monday,17,,,count,628
Monday,18,,,count,599
Monday,19,,,count,390
Monday,20,,,count,256
Monday,21,,,count,177
Monday,22,,,count,121
Monday,23,,,count,72
Tuesday,0,,,count,37
Tuesday,1,,,count,18
Tuesday,2,,,count,11
Tuesday,3,,,count,9
Tuesday,4,,,count,8
Tuesday,5,,,count,26
Tuesday,6,,,count,107
Tuesday,7,,,count,318
Tuesday,8,,,count,544
Tuesday,9,,,count,273
Tuesday,10,,,count,159
Tuesday,11,,,count,188
Tuesday,12,,,count,232
Tuesday,13,,,count,224
Tuesday,14,,,count,219
Tuesday,15,,,count,230
Tuesday,16,,,count,389
Tuesday,17,,,count,715
Tuesday,18,,,count,707
Tuesday,19,,,count,421
Tuesday,20,,,count,288
Tuesday,21,,,count,211
Tuesday,22,,,count,153
Tuesday,23,,,count,93
Wednesday,0,,,count,47
Wednesday,1,,,count,21
Wednesday,2,,,count,16
Wednesday,3,,,count,13
Wednesday,4,,,count,9
Wednesday,5,,,count,34
Wednesday,6,,,count,133
Wednesday,7,,,count,369
Wednesday,8,,,count,508
Wednesday,9,,,count,291
Wednesday,10,,,count,133
Wednesday,11,,,count,178
Wednesday,12,,,count,208
Wednesday,13,,,count,192
Wednesday,14,,,count,204
Wednesday,15,,,count,211
Wednesday,16,,,count,359
Wednesday,17,,,count,631
Wednesday,18,,,count,674
Wednesday,19,,,count,463
Wednesday,20,,,count,284
Wednesday,21,,,count,230
Wednesday,22,,,count,106
Wednesday,23,,,count,76
Thursday,0,,,count,52
Thursday,1,,,count,24
Thursday,2,,,count,15
Thursday,3,,,count,11
Thursday,4,,,count,6
Thursday,5,,,count,35
Thursday,6,,,count,134
Thursday,7,,,count,466
Thursday,8,,,count,673
Thursday,9,,,count,328
Thursday,10,,,count,143
Thursday,11,,,count,191
Thursday,12,,,count,234
Thursday,13,,,count,222
Thursday,14,,,count,205
Thursday,15,,,count,212
Thursday,16,,,count,308
Thursday,17,,,count,470
Thursday,18,,,count,473
Thursday,19,,,count,432
Thursday,20,,,count,251
Thursday,21,,,count,121
Thursday,22,,,count,89
Thursday,23,,,count,73
Friday,0,,,count,43
Friday,1,,,count,24
Friday,2,,,count,14
Friday,3,,,count,12
Friday,4,,,count,9
Friday,5,,,count,32
Friday,6,,,count,101
Friday,7,,,count,291
Friday,8,,,count,580
Friday,9,,,count,267
Friday,10,,,count,162
Friday,11,,,count,224
Friday,12,,,count,300
Friday,13,,,count,293
Friday,14,,,count,275
Friday,15,,,count,280
Friday,16,,,count,457
Friday,17,,,count,644
Friday,18,,,count,594
Friday,19,,,count,389
Friday,20,,,count,244
Friday,21,,,count,202
Friday,22,,,count,187
Friday,23,,,count,141
Saturday,0,,,count,124
Saturday,1,,,count,82
Saturday,2,,,count,61
Saturday,3,,,count,33
Saturday,4,,,count,19
Saturday,5,,,count,25
Saturday,6,,,count,40
Saturday,7,,,count,68
Saturday,8,,,count,133
Saturday,9,,,count,213
Saturday,10,,,count,306
Saturday,11,,,count,387
Saturday,12,,,count,490
Saturday,13,,,count,486
Saturday,14,,,count,523
Saturday,15,,,count,500
Saturday,16,,,count,515
Saturday,17,,,count,450
Saturday,18,,,count,368
Saturday,19,,,count,269
Saturday,20,,,count,204
Saturday,21,,,count,189
Saturday,22,,,count,163
Saturday,23,,,count,149
Sunday,0,,,count,142
Sunday,1,,,count,109
Sunday,2,,,count,72
Sunday,3,,,count,35
Sunday,4,,,count,17
Sunday,5,,,count,22
Sunday,6,,,count,35
Sunday,7,,,count,64
Sunday,8,,,count,126
Sunday,9,,,count,215
Sunday,10,,,count,385
Sunday,11,,,count,489
Sunday,12,,,count,538
Sunday,13,,,count,546
Sunday,14,,,count,557
Sunday,15,,,count,523
Sunday,16,,,count,584
Sunday,17,,,count,494
Sunday,18,,,count,264
Sunday,19,,,count,202
Sunday,20,,,count,141
Sunday,21,,,count,161
Sunday,22,,,count,128
Sunday,23,,,count,88
Monday,0,6.0,39.0,count,45
Monday,1,5.0,13.0,count,18
Monday,2,6.0,6.0,count,12
Monday,3,1.0,6.0,count,7
Monday,4,0.0,10.0,count,10
Monday,5,2.0,34.0,count,36
Monday,6,8.0,147.0,count,155
Monday,7,13.0,470.0,count,483
Monday,8,40.0,744.0,count,784
Monday,9,26.0,314.0,count,340
Monday,10,44.0,135.0,count,179
Monday,11,76.0,196.0,count,272
Monday,12,61.0,262.0,count,323
Monday,13,80.0,225.0,count,305
Monday,14,51.0,193.0,count,244
Monday,15,95.0,234.0,count,329
Monday,16,51.0,408.0,count,459
Monday,17,65.0,791.0,count,856
Monday,18,42.0,571.0,count,613
Monday,19,33.0,483.0,count,516
Monday,20,11.0,251.0,count,262
Monday,21,13.0,205.0,count,218
Monday,22,17.0,190.0,count,207
Monday,23,17.0,88.0,count,105
Tuesday,0,1.0,30.0,count,31
Tuesday,1,0.0,11.0,count,11
Tuesday,2,0.0,2.0,count,2
Tuesday,3,1.0,4.0,count,5
Tuesday,4,2.0,8.0,count,10
Tuesday,5,1.0,42.0,count,43
Tuesday,6,3.0,176.0,count,179
Tuesday,7,4.0,256.0,count,260
Tuesday,8,6.0,128.0,count,134
Tuesday,9,3.0,83.0,count,86
Tuesday,10,3.0,42.0,count,45
Tuesday,11,7.0,92.0,count,99
Tuesday,12,6.0,98.0,count,104
Tuesday,13,6.0,148.0,count,154
Tuesday,14,16.0,147.0,count,163
Tuesday,15,14.0,195.0,count,209
Tuesday,16,46.0,328.0,count,374
Tuesday,17,38.0,677.0,count,715
Tuesday,18,48.0,639.0,count,687
Tuesday,19,27.0,368.0,count,395
Tuesday,20,20.0,286.0,count,306
Tuesday,21,24.0,265.0,count,289
Tuesday,22,28.0,212.0,count,240
Tuesday,23,11.0,87.0,count,98
Wednesday,0,5.0,47.0,count,52
Wednesday,1,3.0,16.0,count,19
Wednesday,2,2.0,7.0,count,9
Wednesday,3,0.0,7.0,count,7
Wednesday,4,2.0,9.0,count,11
Wednesday,5,2.0,32.0,count,34
Wednesday,6,4.0,173.0,count,177
Wednesday,7,11.0,504.0,count,515
Wednesday,8,28.0,781.0,count,809
Wednesday,9,30.0,332.0,count,362
Wednesday,10,29.0,146.0,count,175
Wednesday,11,52.0,178.0,count,230
Wednesday,12,69.0,289.0,count,358
Wednesday,13,55.0,224.0,count,279
Wednesday,14,56.0,195.0,count,251
Wednesday,15,59.0,260.0,count,319
Wednesday,16,42.0,436.0,count,478
Wednesday,17,84.0,833.0,count,917
Wednesday,18,54.0,756.0,count,810
Wednesday,19,49.0,544.0,count,593
Wednesday,20,48.0,449.0,count,497
Wednesday,21,14.0,195.0,count,209
Wednesday,22,9.0,232.0,count,241
Wednesday,23,21.0,199.0,count,220
Thursday,0,11.0,65.0,count,76
Thursday,1,2.0,23.0,count,25
Thursday,2,3.0,10.0,count,13
Thursday,3,5.0,6.0,count,11
Thursday,4,0.0,10.0,count,10
Thursday,5,2.0,37.0,count,39
Thursday,6,1.0,132.0,count,133
Thursday,7,12.0,379.0,count,391
Thursday,8,27.0,711.0,count,738
Thursday,9,40.0,319.0,count,359
Thursday,10,27.0,150.0,count,177
Thursday,11,38.0,176.0,count,214
Thursday,12,57.0,231.0,count,288
Thursday,13,63.0,231.0,count,294
Thursday,14,56.0,211.0,count,267
Thursday,15,77.0,248.0,count,325
Thursday,16,86.0,411.0,count,497
Thursday,17,112.0,789.0,count,901
Thursday,18,75.0,812.0,count,887
Thursday,19,67.0,467.0,count,534
Thursday,20,50.0,391.0,count,441
Thursday,21,33.0,288.0,count,321
Thursday,22,29.0,203.0,count,232
Thursday,23,18.0,137.0,count,155
Friday,0,16.0,86.0,count,102
Friday,1,3.0,43.0,count,46
Friday,2,1.0,10.0,count,11
Friday,3,5.0,11.0,count,16
Friday,4,0.0,11.0,count,11
Friday,5,0.0,41.0,count,41
Friday,6,4.0,133.0,count,137
Friday,7,11.0,417.0,count,428
Friday,8,36.0,749.0,count,785
Friday,9,58.0,326.0,count,384
Friday,10,68.0,192.0,count,260
Friday,11,90.0,214.0,count,304
Friday,12,161.0,307.0,count,468
Friday,13,117.0,307.0,count,424
Friday,14,113.0,287.0,count,400
Friday,15,150.0,320.0,count,470
Friday,16,153.0,481.0,count,634
Friday,17,158.0,742.0,count,900
Friday,18,106.0,655.0,count,761
Friday,19,67.0,433.0,count,500
Friday,20,66.0,306.0,count,372
Friday,21,47.0,220.0,count,267
Friday,22,63.0,201.0,count,264
Friday,23,23.0,148.0,count,171
Saturday,0,37.0,154.0,count,191
Saturday,1,25.0,116.0,count,141
Saturday,2,13.0,62.0,count,75
Saturday,3,2.0,54.0,count,56
Saturday,4,4.0,7.0,count,11
Saturday,5,2.0,8.0,count,10
Saturday,6,2.0,28.0,count,30
Saturday,7,13.0,71.0,count,84
Saturday,8,22.0,184.0,count,206
Saturday,9,130.0,265.0,count,395
Saturday,10,198.0,341.0,count,539
Saturday,11,258.0,389.0,count,647
Saturday,12,362.0,381.0,count,743
Saturday,13,310.0,400.0,count,710
Saturday,14,269.0,307.0,count,576
Saturday,15,279.0,341.0,count,620
Saturday,16,317.0,342.0,count,659
Saturday,17,268.0,342.0,count,610
Saturday,18,183.0,312.0,count,495
Saturday,19,102.0,239.0,count,341
Saturday,20,75.0,172.0,count,247
Saturday,21,78.0,137.0,count,215
Saturday,22,45.0,140.0,count,185
Saturday,23,37.0,142.0,count,179
Sunday,0,28.0,99.0,count,127
Sunday,1,29.0,80.0,count,109
Sunday,2,10.0,64.0,count,74
Sunday,3,5.0,17.0,count,22
Sunday,4,5.0,6.0,count,11
Sunday,5,2.0,8.0,count,10
Sunday,6,4.0,19.0,count,23
Sunday,7,6.0,29.0,count,35
Sunday,8,11.0,51.0,count,62
Sunday,9,16.0,70.0,count,86
Sunday,10,41.0,144.0,count,185
Sunday,11,76.0,260.0,count,336
Sunday,12,100.0,292.0,count,392
Sunday,13,80.0,240.0,count,320
Sunday,14,71.0,243.0,count,314
Sunday,15,74.0,232.0,count,306
Sunday,16,87.0,246.0,count,333
Sunday,17,35.0,122.0,count,157
Sunday,18,24.0,82.0,count,106
Sunday,19,17.0,97.0,count,114
Sunday,20,19.0,97.0,count,116
Sunday,21,22.0,91.0,count,113
Sunday,22,7.0,72.0,count,79
Sunday,23,12.0,68.0,count,80
Monday,0,7.0,44.0,count,51
Monday,1,2.0,35.0,count,37
Monday,2,3.0,12.0,count,15
Monday,3,2.0,8.0,count,10
Monday,4,1.0,6.0,count,7
Monday,5,2.0,17.0,count,19
Monday,6,5.0,54.0,count,59
Monday,7,3.0,151.0,count,154
Monday,8,23.0,374.0,count,397
Monday,9,59.0,273.0,count,332
Monday,10,69.0,229.0,count,298
Monday,11,72.0,236.0,count,308
Monday,12,74.0,267.0,count,341
Monday,13,82.0,323.0,count,405
Monday,14,121.0,299.0,count,420
Monday,15,76.0,294.0,count,370
Monday,16,61.0,316.0,count,377
Monday,17,81.0,416.0,count,497
Monday,18,41.0,415.0,count,456
Monday,19,38.0,333.0,count,371
Monday,20,20.0,207.0,count,227
Monday,21,17.0,134.0,count,151
Monday,22,6.0,101.0,count,107
Monday,23,9.0,60.0,count,69
Tuesday,0,9.0,22.0,count,31
Tuesday,1,0.0,13.0,count,13
Tuesday,2,2.0,5.0,count,7
Tuesday,3,0.0,3.0,count,3
Tuesday,4,1.0,6.0,count,7
Tuesday,5,0.0,19.0,count,19
Tuesday,6,2.0,141.0,count,143
Tuesday,7,5.0,357.0,count,362
Tuesday,8,15.0,698.0,count,713
Tuesday,9,37.0,345.0,count,382
Tuesday,10,33.0,131.0,count,164
Tuesday,11,37.0,156.0,count,193
Tuesday,12,43.0,217.0,count,260
Tuesday,13,54.0,184.0,count,238
Tuesday,14,43.0,201.0,count,244
Tuesday,15,59.0,195.0,count,254
Tuesday,16,70.0,354.0,count,424
Tuesday,17,73.0,733.0,count,806
Tuesday,18,26.0,758.0,count,784
Tuesday,19,31.0,483.0,count,514
Tuesday,20,30.0,330.0,count,360
Tuesday,21,16.0,209.0,count,225
Tuesday,22,7.0,155.0,count,162
Tuesday,23,8.0,76.0,count,84
Wednesday,0,0.0,33.0,count,33
Wednesday,1,2.0,6.0,count,8
Wednesday,2,2.0,6.0,count,8
Wednesday,3,0.0,6.0,count,6
Wednesday,4,0.0,6.0,count,6
Wednesday,5,2.0,38.0,count,40
Wednesday,6,3.0,172.0,count,175
Wednesday,7,9.0,498.0,count,507
Wednesday,8,33.0,806.0,count,839
